gene1,gene2,neighborhood,fusion,cooccurence,homology,coexpression,experimental,knowledge,textmining,combined_score,node1_stringid,node2_stringid,node1,node2
Ankrd7,Asz1,0.0,0.0,0.0,0.0,0.198,0.0,0.0,0.093,0.241,string:10090.ENSMUSP00000111054,string:10090.ENSMUSP00000010940,Ankrd7,Asz1
Asz1,Cav1,0.0,0.0,0.0,0.0,0.134,0.063,0.0,0.123,0.226,string:10090.ENSMUSP00000010940,string:10090.ENSMUSP00000007799,Asz1,Cav1
Foxp2,Cadps2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.216,0.216,string:10090.ENSMUSP00000031545,string:10090.ENSMUSP00000018122,Foxp2,Cadps2
Gpr85,Tmem106b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,string:10090.ENSMUSP00000053837,string:10090.ENSMUSP00000031556,Gpr85,Tmem106b
Fezf1,Foxp2,0.0,0.0,0.0,0.0,0.0,0.113,0.0,0.145,0.209,string:10090.ENSMUSP00000031709,string:10090.ENSMUSP00000031545,Fezf1,Foxp2
Ankrd7,Slc13a1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.207,0.207,string:10090.ENSMUSP00000111054,string:10090.ENSMUSP00000031713,Ankrd7,Slc13a1
Slc13a1,Asz1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.207,0.207,string:10090.ENSMUSP00000031713,string:10090.ENSMUSP00000010940,Slc13a1,Asz1
Slc13a1,Asb15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.207,0.207,string:10090.ENSMUSP00000031713,string:10090.ENSMUSP00000031696,Slc13a1,Asb15
Gpr85,Cadps2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.207,0.207,string:10090.ENSMUSP00000053837,string:10090.ENSMUSP00000018122,Gpr85,Cadps2
Fam3c,Cadps2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.205,0.205,string:10090.ENSMUSP00000127709,string:10090.ENSMUSP00000018122,Fam3c,Cadps2
Foxp2,Tfec,0.0,0.0,0.0,0.0,0.0,0.083,0.0,0.168,0.204,string:10090.ENSMUSP00000031545,string:10090.ENSMUSP00000031533,Foxp2,Tfec
St7,Tfec,0.0,0.0,0.0,0.0,0.203,0.0,0.0,0.0,0.203,string:10090.ENSMUSP00000057326,string:10090.ENSMUSP00000031533,St7,Tfec
Fezf1,Cadps2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.202,0.202,string:10090.ENSMUSP00000031709,string:10090.ENSMUSP00000018122,Fezf1,Cadps2
Asb15,Tfec,0.0,0.0,0.0,0.0,0.0,0.106,0.0,0.142,0.2,string:10090.ENSMUSP00000031696,string:10090.ENSMUSP00000031533,Asb15,Tfec
Ankrd7,Tfec,0.0,0.0,0.0,0.0,0.0,0.106,0.0,0.142,0.2,string:10090.ENSMUSP00000111054,string:10090.ENSMUSP00000031533,Ankrd7,Tfec
Gpr85,Tfec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,string:10090.ENSMUSP00000053837,string:10090.ENSMUSP00000031533,Gpr85,Tfec
Tspan12,Wnt2,0.0,0.0,0.0,0.0,0.106,0.0,0.0,0.136,0.195,string:10090.ENSMUSP00000031678,string:10090.ENSMUSP00000010941,Tspan12,Wnt2
Mdfic,Tfec,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.15,0.194,string:10090.ENSMUSP00000075283,string:10090.ENSMUSP00000031533,Zic2,Tfec
St7,Lsm8,0.0,0.0,0.0,0.0,0.192,0.0,0.0,0.0,0.192,string:10090.ENSMUSP00000057326,string:10090.ENSMUSP00000057238,St7,Naa38
Fezf1,Tfec,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.149,0.192,string:10090.ENSMUSP00000031709,string:10090.ENSMUSP00000031533,Fezf1,Tfec
Lsm8,Ndufa5,0.0,0.0,0.0,0.0,0.188,0.0,0.0,0.0,0.188,string:10090.ENSMUSP00000057238,string:10090.ENSMUSP00000023851,Naa38,Ndufa5
